,RMSE_train_1,RMSE_test_1,MAE_test_1,num_features_1,feature_list_1,feat_high_import_name_1,feat_high_import_val_1,features_to_remove_1,RMSE_train_2,RMSE_test_2,MAE_test_2,num_features_2,feature_list_2,feat_high_import_name_2,feat_high_import_val_2,features_to_remove_2
0,0.070331,0.14385,17309,287,"MSSubClass, LotFrontage, LotArea, OverallQual, OverallCond, YearBuilt, YearRemodAdd, MasVnrArea, BsmtFinSF1, BsmtFinSF2, BsmtUnfSF, TotalBsmtSF, 1stFlrSF, 2ndFlrSF, LowQualFinSF, GrLivArea, BsmtFullBath, BsmtHalfBath, FullBath, HalfBath, BedroomAbvGr, KitchenAbvGr, TotRmsAbvGrd, Fireplaces, GarageYrBlt, GarageCars, GarageArea, WoodDeckSF, OpenPorchSF, EnclosedPorch, 3SsnPorch, ScreenPorch, PoolArea, MiscVal, MoSold, YrSold, MSZoning_C (all), MSZoning_FV, MSZoning_RH, MSZoning_RL, MSZoning_RM, Street_Grvl, Street_Pave, Alley_Grvl, Alley_Pave, LotShape_IR1, LotShape_IR2, LotShape_IR3, LotShape_Reg, LandContour_Bnk, LandContour_HLS, LandContour_Low, LandContour_Lvl, Utilities_AllPub, Utilities_NoSeWa, LotConfig_Corner, LotConfig_CulDSac, LotConfig_FR2, LotConfig_FR3, LotConfig_Inside, LandSlope_Gtl, LandSlope_Mod, LandSlope_Sev, Neighborhood_Blmngtn, Neighborhood_Blueste, Neighborhood_BrDale, Neighborhood_BrkSide, Neighborhood_ClearCr, Neighborhood_CollgCr, Neighborhood_Crawfor, Neighborhood_Edwards, Neighborhood_Gilbert, Neighborhood_IDOTRR, Neighborhood_MeadowV, Neighborhood_Mitchel, Neighborhood_NAmes, Neighborhood_NPkVill, Neighborhood_NWAmes, Neighborhood_NoRidge, Neighborhood_NridgHt, Neighborhood_OldTown, Neighborhood_SWISU, Neighborhood_Sawyer, Neighborhood_SawyerW, Neighborhood_Somerst, Neighborhood_StoneBr, Neighborhood_Timber, Neighborhood_Veenker, Condition1_Artery, Condition1_Feedr, Condition1_Norm, Condition1_PosA, Condition1_PosN, Condition1_RRAe, Condition1_RRAn, Condition1_RRNe, Condition1_RRNn, Condition2_Artery, Condition2_Feedr, Condition2_Norm, Condition2_PosA, Condition2_PosN, Condition2_RRAe, Condition2_RRAn, Condition2_RRNn, BldgType_1Fam, BldgType_2fmCon, BldgType_Duplex, BldgType_Twnhs, BldgType_TwnhsE, HouseStyle_1.5Fin, HouseStyle_1.5Unf, HouseStyle_1Story, HouseStyle_2.5Fin, HouseStyle_2.5Unf, HouseStyle_2Story, HouseStyle_SFoyer, HouseStyle_SLvl, RoofStyle_Flat, RoofStyle_Gable, RoofStyle_Gambrel, RoofStyle_Hip, RoofStyle_Mansard, RoofStyle_Shed, RoofMatl_ClyTile, RoofMatl_CompShg, RoofMatl_Membran, RoofMatl_Metal, RoofMatl_Roll, RoofMatl_Tar&Grv, RoofMatl_WdShake, RoofMatl_WdShngl, Exterior1st_AsbShng, Exterior1st_AsphShn, Exterior1st_BrkComm, Exterior1st_BrkFace, Exterior1st_CBlock, Exterior1st_CemntBd, Exterior1st_HdBoard, Exterior1st_ImStucc, Exterior1st_MetalSd, Exterior1st_Plywood, Exterior1st_Stone, Exterior1st_Stucco, Exterior1st_VinylSd, Exterior1st_Wd Sdng, Exterior1st_WdShing, Exterior2nd_AsbShng, Exterior2nd_AsphShn, Exterior2nd_Brk Cmn, Exterior2nd_BrkFace, Exterior2nd_CBlock, Exterior2nd_CmentBd, Exterior2nd_HdBoard, Exterior2nd_ImStucc, Exterior2nd_MetalSd, Exterior2nd_Other, Exterior2nd_Plywood, Exterior2nd_Stone, Exterior2nd_Stucco, Exterior2nd_VinylSd, Exterior2nd_Wd Sdng, Exterior2nd_Wd Shng, MasVnrType_BrkCmn, MasVnrType_BrkFace, MasVnrType_Stone, ExterQual_Ex, ExterQual_Fa, ExterQual_Gd, ExterQual_TA, ExterCond_Ex, ExterCond_Fa, ExterCond_Gd, ExterCond_Po, ExterCond_TA, Foundation_BrkTil, Foundation_CBlock, Foundation_PConc, Foundation_Slab, Foundation_Stone, Foundation_Wood, BsmtQual_Ex, BsmtQual_Fa, BsmtQual_Gd, BsmtQual_TA, BsmtCond_Fa, BsmtCond_Gd, BsmtCond_Po, BsmtCond_TA, BsmtExposure_Av, BsmtExposure_Gd, BsmtExposure_Mn, BsmtExposure_No, BsmtFinType1_ALQ, BsmtFinType1_BLQ, BsmtFinType1_GLQ, BsmtFinType1_LwQ, BsmtFinType1_Rec, BsmtFinType1_Unf, BsmtFinType2_ALQ, BsmtFinType2_BLQ, BsmtFinType2_GLQ, BsmtFinType2_LwQ, BsmtFinType2_Rec, BsmtFinType2_Unf, Heating_Floor, Heating_GasA, Heating_GasW, Heating_Grav, Heating_OthW, Heating_Wall, HeatingQC_Ex, HeatingQC_Fa, HeatingQC_Gd, HeatingQC_Po, HeatingQC_TA, CentralAir_N, CentralAir_Y, Electrical_FuseA, Electrical_FuseF, Electrical_FuseP, Electrical_Mix, Electrical_SBrkr, KitchenQual_Ex, KitchenQual_Fa, KitchenQual_Gd, KitchenQual_TA, Functional_Maj1, Functional_Maj2, Functional_Min1, Functional_Min2, Functional_Mod, Functional_Sev, Functional_Typ, FireplaceQu_Ex, FireplaceQu_Fa, FireplaceQu_Gd, FireplaceQu_Po, FireplaceQu_TA, GarageType_2Types, GarageType_Attchd, GarageType_Basment, GarageType_BuiltIn, GarageType_CarPort, GarageType_Detchd, GarageFinish_Fin, GarageFinish_RFn, GarageFinish_Unf, GarageQual_Ex, GarageQual_Fa, GarageQual_Gd, GarageQual_Po, GarageQual_TA, GarageCond_Ex, GarageCond_Fa, GarageCond_Gd, GarageCond_Po, GarageCond_TA, PavedDrive_N, PavedDrive_P, PavedDrive_Y, PoolQC_Ex, PoolQC_Fa, PoolQC_Gd, Fence_GdPrv, Fence_GdWo, Fence_MnPrv, Fence_MnWw, MiscFeature_Gar2, MiscFeature_Othr, MiscFeature_Shed, MiscFeature_TenC, SaleType_COD, SaleType_CWD, SaleType_Con, SaleType_ConLD, SaleType_ConLI, SaleType_ConLw, SaleType_New, SaleType_Oth, SaleType_WD, SaleCondition_Abnorml, SaleCondition_AdjLand, SaleCondition_Alloca, SaleCondition_Family, SaleCondition_Normal, SaleCondition_Partial",OverallQual,0.19,"LowQualFinSF, MiscVal, MSZoning_RH, MSZoning_RL, Street_Grvl, Street_Pave, Alley_Grvl, LotShape_IR1, LotShape_IR3, LotShape_Reg, LandContour_HLS, LandContour_Low, LandContour_Lvl, Utilities_AllPub, Utilities_NoSeWa, LotConfig_FR3, LandSlope_Gtl, LandSlope_Mod, LandSlope_Sev, Neighborhood_Blmngtn, Neighborhood_Blueste, Neighborhood_BrDale, Neighborhood_ClearCr, Neighborhood_CollgCr, Neighborhood_Gilbert, Neighborhood_IDOTRR, Neighborhood_MeadowV, Neighborhood_Mitchel, Neighborhood_NPkVill, Neighborhood_NWAmes, Neighborhood_NoRidge, Neighborhood_NridgHt, Neighborhood_Somerst, Neighborhood_Timber, Condition1_PosA, Condition1_PosN, Condition1_RRAn, Condition1_RRNe, Condition1_RRNn, Condition2_Artery, Condition2_Feedr, Condition2_Norm, Condition2_PosA, Condition2_PosN, Condition2_RRAe, Condition2_RRAn, Condition2_RRNn, BldgType_1Fam, BldgType_2fmCon, BldgType_Duplex, BldgType_Twnhs, BldgType_TwnhsE, HouseStyle_1.5Fin, HouseStyle_1.5Unf, HouseStyle_1Story, HouseStyle_2.5Fin, HouseStyle_2.5Unf, HouseStyle_2Story, HouseStyle_SFoyer, RoofStyle_Gable, RoofStyle_Gambrel, RoofStyle_Hip, RoofStyle_Mansard, RoofStyle_Shed, RoofMatl_ClyTile, RoofMatl_CompShg, RoofMatl_Membran, RoofMatl_Metal, RoofMatl_Roll, RoofMatl_Tar&Grv, RoofMatl_WdShake, RoofMatl_WdShngl, Exterior1st_AsphShn, Exterior1st_CBlock, Exterior1st_CemntBd, Exterior1st_HdBoard, Exterior1st_ImStucc, Exterior1st_Stone, Exterior1st_Stucco, Exterior1st_WdShing, Exterior2nd_AsphShn, Exterior2nd_Brk Cmn, Exterior2nd_BrkFace, Exterior2nd_CBlock, Exterior2nd_CmentBd, Exterior2nd_HdBoard, Exterior2nd_ImStucc, Exterior2nd_MetalSd, Exterior2nd_Other, Exterior2nd_Stone, Exterior2nd_Stucco, Exterior2nd_VinylSd, MasVnrType_BrkFace, MasVnrType_Stone, ExterQual_Fa, ExterQual_Gd, ExterCond_Ex, ExterCond_Po, ExterCond_TA, Foundation_BrkTil, Foundation_CBlock, Foundation_Slab, Foundation_Stone, Foundation_Wood, BsmtCond_Fa, BsmtCond_Gd, BsmtCond_Po, BsmtFinType1_LwQ, BsmtFinType1_Unf, BsmtFinType2_ALQ, BsmtFinType2_GLQ, BsmtFinType2_Rec, BsmtFinType2_Unf, Heating_Floor, Heating_GasA, Heating_Grav, Heating_Wall, HeatingQC_Ex, HeatingQC_Gd, HeatingQC_Po, HeatingQC_TA, CentralAir_Y, Electrical_FuseA, Electrical_FuseP, Electrical_Mix, Electrical_SBrkr, KitchenQual_Fa, KitchenQual_Gd, Functional_Maj1, Functional_Min1, Functional_Min2, Functional_Sev, FireplaceQu_Ex, FireplaceQu_Fa, FireplaceQu_Gd, GarageType_2Types, GarageType_Basment, GarageType_BuiltIn, GarageFinish_Unf, GarageQual_Ex, GarageQual_Gd, GarageQual_Po, GarageQual_TA, GarageCond_Ex, GarageCond_Gd, GarageCond_Po, PavedDrive_N, PavedDrive_P, PavedDrive_Y, PoolQC_Ex, PoolQC_Fa, PoolQC_Gd, Fence_MnPrv, Fence_MnWw, MiscFeature_Gar2, MiscFeature_Othr, MiscFeature_Shed, MiscFeature_TenC, SaleType_COD, SaleType_CWD, SaleType_Con, SaleType_ConLI, SaleType_ConLw, SaleType_WD, SaleCondition_AdjLand, SaleCondition_Alloca, SaleCondition_Partial",0.067165,0.11719,14853,287,"MSSubClass, LotFrontage, LotArea, OverallQual, OverallCond, YearBuilt, YearRemodAdd, MasVnrArea, BsmtFinSF1, BsmtFinSF2, BsmtUnfSF, TotalBsmtSF, 1stFlrSF, 2ndFlrSF, LowQualFinSF, GrLivArea, BsmtFullBath, BsmtHalfBath, FullBath, HalfBath, BedroomAbvGr, KitchenAbvGr, TotRmsAbvGrd, Fireplaces, GarageYrBlt, GarageCars, GarageArea, WoodDeckSF, OpenPorchSF, EnclosedPorch, 3SsnPorch, ScreenPorch, PoolArea, MiscVal, MoSold, YrSold, MSZoning_C (all), MSZoning_FV, MSZoning_RH, MSZoning_RL, MSZoning_RM, Street_Grvl, Street_Pave, Alley_Grvl, Alley_Pave, LotShape_IR1, LotShape_IR2, LotShape_IR3, LotShape_Reg, LandContour_Bnk, LandContour_HLS, LandContour_Low, LandContour_Lvl, Utilities_AllPub, Utilities_NoSeWa, LotConfig_Corner, LotConfig_CulDSac, LotConfig_FR2, LotConfig_FR3, LotConfig_Inside, LandSlope_Gtl, LandSlope_Mod, LandSlope_Sev, Neighborhood_Blmngtn, Neighborhood_Blueste, Neighborhood_BrDale, Neighborhood_BrkSide, Neighborhood_ClearCr, Neighborhood_CollgCr, Neighborhood_Crawfor, Neighborhood_Edwards, Neighborhood_Gilbert, Neighborhood_IDOTRR, Neighborhood_MeadowV, Neighborhood_Mitchel, Neighborhood_NAmes, Neighborhood_NPkVill, Neighborhood_NWAmes, Neighborhood_NoRidge, Neighborhood_NridgHt, Neighborhood_OldTown, Neighborhood_SWISU, Neighborhood_Sawyer, Neighborhood_SawyerW, Neighborhood_Somerst, Neighborhood_StoneBr, Neighborhood_Timber, Neighborhood_Veenker, Condition1_Artery, Condition1_Feedr, Condition1_Norm, Condition1_PosA, Condition1_PosN, Condition1_RRAe, Condition1_RRAn, Condition1_RRNe, Condition1_RRNn, Condition2_Artery, Condition2_Feedr, Condition2_Norm, Condition2_PosA, Condition2_PosN, Condition2_RRAe, Condition2_RRAn, Condition2_RRNn, BldgType_1Fam, BldgType_2fmCon, BldgType_Duplex, BldgType_Twnhs, BldgType_TwnhsE, HouseStyle_1.5Fin, HouseStyle_1.5Unf, HouseStyle_1Story, HouseStyle_2.5Fin, HouseStyle_2.5Unf, HouseStyle_2Story, HouseStyle_SFoyer, HouseStyle_SLvl, RoofStyle_Flat, RoofStyle_Gable, RoofStyle_Gambrel, RoofStyle_Hip, RoofStyle_Mansard, RoofStyle_Shed, RoofMatl_ClyTile, RoofMatl_CompShg, RoofMatl_Membran, RoofMatl_Metal, RoofMatl_Roll, RoofMatl_Tar&Grv, RoofMatl_WdShake, RoofMatl_WdShngl, Exterior1st_AsbShng, Exterior1st_AsphShn, Exterior1st_BrkComm, Exterior1st_BrkFace, Exterior1st_CBlock, Exterior1st_CemntBd, Exterior1st_HdBoard, Exterior1st_ImStucc, Exterior1st_MetalSd, Exterior1st_Plywood, Exterior1st_Stone, Exterior1st_Stucco, Exterior1st_VinylSd, Exterior1st_Wd Sdng, Exterior1st_WdShing, Exterior2nd_AsbShng, Exterior2nd_AsphShn, Exterior2nd_Brk Cmn, Exterior2nd_BrkFace, Exterior2nd_CBlock, Exterior2nd_CmentBd, Exterior2nd_HdBoard, Exterior2nd_ImStucc, Exterior2nd_MetalSd, Exterior2nd_Other, Exterior2nd_Plywood, Exterior2nd_Stone, Exterior2nd_Stucco, Exterior2nd_VinylSd, Exterior2nd_Wd Sdng, Exterior2nd_Wd Shng, MasVnrType_BrkCmn, MasVnrType_BrkFace, MasVnrType_Stone, ExterQual_Ex, ExterQual_Fa, ExterQual_Gd, ExterQual_TA, ExterCond_Ex, ExterCond_Fa, ExterCond_Gd, ExterCond_Po, ExterCond_TA, Foundation_BrkTil, Foundation_CBlock, Foundation_PConc, Foundation_Slab, Foundation_Stone, Foundation_Wood, BsmtQual_Ex, BsmtQual_Fa, BsmtQual_Gd, BsmtQual_TA, BsmtCond_Fa, BsmtCond_Gd, BsmtCond_Po, BsmtCond_TA, BsmtExposure_Av, BsmtExposure_Gd, BsmtExposure_Mn, BsmtExposure_No, BsmtFinType1_ALQ, BsmtFinType1_BLQ, BsmtFinType1_GLQ, BsmtFinType1_LwQ, BsmtFinType1_Rec, BsmtFinType1_Unf, BsmtFinType2_ALQ, BsmtFinType2_BLQ, BsmtFinType2_GLQ, BsmtFinType2_LwQ, BsmtFinType2_Rec, BsmtFinType2_Unf, Heating_Floor, Heating_GasA, Heating_GasW, Heating_Grav, Heating_OthW, Heating_Wall, HeatingQC_Ex, HeatingQC_Fa, HeatingQC_Gd, HeatingQC_Po, HeatingQC_TA, CentralAir_N, CentralAir_Y, Electrical_FuseA, Electrical_FuseF, Electrical_FuseP, Electrical_Mix, Electrical_SBrkr, KitchenQual_Ex, KitchenQual_Fa, KitchenQual_Gd, KitchenQual_TA, Functional_Maj1, Functional_Maj2, Functional_Min1, Functional_Min2, Functional_Mod, Functional_Sev, Functional_Typ, FireplaceQu_Ex, FireplaceQu_Fa, FireplaceQu_Gd, FireplaceQu_Po, FireplaceQu_TA, GarageType_2Types, GarageType_Attchd, GarageType_Basment, GarageType_BuiltIn, GarageType_CarPort, GarageType_Detchd, GarageFinish_Fin, GarageFinish_RFn, GarageFinish_Unf, GarageQual_Ex, GarageQual_Fa, GarageQual_Gd, GarageQual_Po, GarageQual_TA, GarageCond_Ex, GarageCond_Fa, GarageCond_Gd, GarageCond_Po, GarageCond_TA, PavedDrive_N, PavedDrive_P, PavedDrive_Y, PoolQC_Ex, PoolQC_Fa, PoolQC_Gd, Fence_GdPrv, Fence_GdWo, Fence_MnPrv, Fence_MnWw, MiscFeature_Gar2, MiscFeature_Othr, MiscFeature_Shed, MiscFeature_TenC, SaleType_COD, SaleType_CWD, SaleType_Con, SaleType_ConLD, SaleType_ConLI, SaleType_ConLw, SaleType_New, SaleType_Oth, SaleType_WD, SaleCondition_Abnorml, SaleCondition_AdjLand, SaleCondition_Alloca, SaleCondition_Family, SaleCondition_Normal, SaleCondition_Partial",ExterQual_TA,0.21,"BsmtHalfBath, KitchenAbvGr, 3SsnPorch, MiscVal, MSZoning_FV, MSZoning_RH, Street_Grvl, Street_Pave, Alley_Pave, LotShape_IR1, LotShape_IR2, LotShape_IR3, LandContour_HLS, Utilities_AllPub, Utilities_NoSeWa, LotConfig_FR3, LotConfig_Inside, LandSlope_Mod, LandSlope_Sev, Neighborhood_Blmngtn, Neighborhood_Blueste, Neighborhood_BrDale, Neighborhood_CollgCr, Neighborhood_Gilbert, Neighborhood_MeadowV, Neighborhood_NPkVill, Neighborhood_NoRidge, Neighborhood_NridgHt, Neighborhood_SawyerW, Neighborhood_Timber, Neighborhood_Veenker, Condition1_PosA, Condition1_RRAn, Condition1_RRNe, Condition1_RRNn, Condition2_Artery, Condition2_PosA, Condition2_PosN, Condition2_RRAe, Condition2_RRAn, Condition2_RRNn, BldgType_1Fam, BldgType_2fmCon, BldgType_Duplex, BldgType_Twnhs, HouseStyle_1.5Unf, HouseStyle_2.5Fin, HouseStyle_2.5Unf, HouseStyle_2Story, HouseStyle_SFoyer, RoofStyle_Flat, RoofStyle_Gable, RoofStyle_Gambrel, RoofStyle_Hip, RoofStyle_Mansard, RoofStyle_Shed, RoofMatl_ClyTile, RoofMatl_Membran, RoofMatl_Metal, RoofMatl_Roll, RoofMatl_WdShake, Exterior1st_AsphShn, Exterior1st_CBlock, Exterior1st_CemntBd, Exterior1st_HdBoard, Exterior1st_ImStucc, Exterior1st_Stone, Exterior1st_Stucco, Exterior1st_VinylSd, Exterior1st_Wd Sdng, Exterior1st_WdShing, Exterior2nd_AsbShng, Exterior2nd_AsphShn, Exterior2nd_Brk Cmn, Exterior2nd_BrkFace, Exterior2nd_CBlock, Exterior2nd_CmentBd, Exterior2nd_HdBoard, Exterior2nd_ImStucc, Exterior2nd_MetalSd, Exterior2nd_Other, Exterior2nd_Stone, Exterior2nd_Stucco, Exterior2nd_VinylSd, Exterior2nd_Wd Sdng, Exterior2nd_Wd Shng, MasVnrType_Stone, ExterQual_Ex, ExterQual_Fa, ExterCond_Ex, ExterCond_Gd, ExterCond_Po, ExterCond_TA, Foundation_BrkTil, Foundation_CBlock, Foundation_PConc, Foundation_Slab, Foundation_Stone, Foundation_Wood, BsmtQual_Fa, BsmtQual_TA, BsmtCond_Gd, BsmtCond_Po, BsmtExposure_Mn, BsmtFinType1_BLQ, BsmtFinType1_LwQ, BsmtFinType1_Unf, BsmtFinType2_ALQ, BsmtFinType2_BLQ, BsmtFinType2_GLQ, BsmtFinType2_LwQ, BsmtFinType2_Rec, Heating_Floor, Heating_GasA, Heating_GasW, Heating_Grav, Heating_Wall, HeatingQC_Fa, HeatingQC_Po, CentralAir_Y, Electrical_Mix, Electrical_SBrkr, KitchenQual_Fa, KitchenQual_Gd, Functional_Maj1, Functional_Min2, Functional_Sev, FireplaceQu_Ex, FireplaceQu_Fa, FireplaceQu_Gd, FireplaceQu_TA, GarageType_2Types, GarageType_Basment, GarageType_BuiltIn, GarageFinish_Fin, GarageFinish_RFn, GarageQual_Ex, GarageQual_Gd, GarageQual_Po, GarageQual_TA, GarageCond_Ex, GarageCond_Fa, GarageCond_Gd, PoolQC_Ex, PoolQC_Fa, PoolQC_Gd, Fence_GdPrv, Fence_MnWw, MiscFeature_Gar2, MiscFeature_Othr, MiscFeature_Shed, MiscFeature_TenC, SaleType_COD, SaleType_CWD, SaleType_Con, SaleType_ConLI, SaleType_ConLw, SaleType_Oth, SaleType_WD, SaleCondition_AdjLand, SaleCondition_Alloca, SaleCondition_Partial"
1,0.070331,0.14385,17309,120,"MSSubClass, LotFrontage, LotArea, OverallQual, OverallCond, YearBuilt, YearRemodAdd, MasVnrArea, BsmtFinSF1, BsmtFinSF2, BsmtUnfSF, TotalBsmtSF, 1stFlrSF, 2ndFlrSF, GrLivArea, BsmtFullBath, BsmtHalfBath, FullBath, HalfBath, BedroomAbvGr, KitchenAbvGr, TotRmsAbvGrd, Fireplaces, GarageYrBlt, GarageCars, GarageArea, WoodDeckSF, OpenPorchSF, EnclosedPorch, 3SsnPorch, ScreenPorch, PoolArea, MoSold, YrSold, MSZoning_C (all), MSZoning_FV, MSZoning_RM, Alley_Pave, LotShape_IR2, LandContour_Bnk, LotConfig_Corner, LotConfig_CulDSac, LotConfig_FR2, LotConfig_Inside, Neighborhood_BrkSide, Neighborhood_Crawfor, Neighborhood_Edwards, Neighborhood_NAmes, Neighborhood_OldTown, Neighborhood_SWISU, Neighborhood_Sawyer, Neighborhood_SawyerW, Neighborhood_StoneBr, Neighborhood_Veenker, Condition1_Artery, Condition1_Feedr, Condition1_Norm, Condition1_RRAe, HouseStyle_SLvl, RoofStyle_Flat, Exterior1st_AsbShng, Exterior1st_BrkComm, Exterior1st_BrkFace, Exterior1st_MetalSd, Exterior1st_Plywood, Exterior1st_VinylSd, Exterior1st_Wd Sdng, Exterior2nd_AsbShng, Exterior2nd_Plywood, Exterior2nd_Wd Sdng, Exterior2nd_Wd Shng, MasVnrType_BrkCmn, ExterQual_Ex, ExterQual_TA, ExterCond_Fa, ExterCond_Gd, Foundation_PConc, BsmtQual_Ex, BsmtQual_Fa, BsmtQual_Gd, BsmtQual_TA, BsmtCond_TA, BsmtExposure_Av, BsmtExposure_Gd, BsmtExposure_Mn, BsmtExposure_No, BsmtFinType1_ALQ, BsmtFinType1_BLQ, BsmtFinType1_GLQ, BsmtFinType1_Rec, BsmtFinType2_BLQ, BsmtFinType2_LwQ, Heating_GasW, Heating_OthW, HeatingQC_Fa, CentralAir_N, Electrical_FuseF, KitchenQual_Ex, KitchenQual_TA, Functional_Maj2, Functional_Mod, Functional_Typ, FireplaceQu_Po, FireplaceQu_TA, GarageType_Attchd, GarageType_CarPort, GarageType_Detchd, GarageFinish_Fin, GarageFinish_RFn, GarageQual_Fa, GarageCond_Fa, GarageCond_TA, Fence_GdPrv, Fence_GdWo, SaleType_ConLD, SaleType_New, SaleType_Oth, SaleCondition_Abnorml, SaleCondition_Family, SaleCondition_Normal",OverallQual,0.19,FireplaceQu_TA,0.067165,0.11719,14853,125,"MSSubClass, LotFrontage, LotArea, OverallQual, OverallCond, YearBuilt, YearRemodAdd, MasVnrArea, BsmtFinSF1, BsmtFinSF2, BsmtUnfSF, TotalBsmtSF, 1stFlrSF, 2ndFlrSF, LowQualFinSF, GrLivArea, BsmtFullBath, FullBath, HalfBath, BedroomAbvGr, TotRmsAbvGrd, Fireplaces, GarageYrBlt, GarageCars, GarageArea, WoodDeckSF, OpenPorchSF, EnclosedPorch, ScreenPorch, PoolArea, MoSold, YrSold, MSZoning_C (all), MSZoning_RL, MSZoning_RM, Alley_Grvl, LotShape_Reg, LandContour_Bnk, LandContour_Low, LandContour_Lvl, LotConfig_Corner, LotConfig_CulDSac, LotConfig_FR2, LandSlope_Gtl, Neighborhood_BrkSide, Neighborhood_ClearCr, Neighborhood_Crawfor, Neighborhood_Edwards, Neighborhood_IDOTRR, Neighborhood_Mitchel, Neighborhood_NAmes, Neighborhood_NWAmes, Neighborhood_OldTown, Neighborhood_SWISU, Neighborhood_Sawyer, Neighborhood_Somerst, Neighborhood_StoneBr, Condition1_Artery, Condition1_Feedr, Condition1_Norm, Condition1_PosN, Condition1_RRAe, Condition2_Feedr, Condition2_Norm, BldgType_TwnhsE, HouseStyle_1.5Fin, HouseStyle_1Story, HouseStyle_SLvl, RoofMatl_CompShg, RoofMatl_Tar&Grv, RoofMatl_WdShngl, Exterior1st_AsbShng, Exterior1st_BrkComm, Exterior1st_BrkFace, Exterior1st_MetalSd, Exterior1st_Plywood, Exterior2nd_Plywood, MasVnrType_BrkCmn, MasVnrType_BrkFace, ExterQual_Gd, ExterQual_TA, ExterCond_Fa, BsmtQual_Ex, BsmtQual_Gd, BsmtCond_Fa, BsmtCond_TA, BsmtExposure_Av, BsmtExposure_Gd, BsmtExposure_No, BsmtFinType1_ALQ, BsmtFinType1_GLQ, BsmtFinType1_Rec, BsmtFinType2_Unf, Heating_OthW, HeatingQC_Ex, HeatingQC_Gd, HeatingQC_TA, CentralAir_N, Electrical_FuseA, Electrical_FuseF, Electrical_FuseP, KitchenQual_Ex, KitchenQual_TA, Functional_Maj2, Functional_Min1, Functional_Mod, Functional_Typ, FireplaceQu_Po, GarageType_Attchd, GarageType_CarPort, GarageType_Detchd, GarageFinish_Unf, GarageQual_Fa, GarageCond_Po, GarageCond_TA, PavedDrive_N, PavedDrive_P, PavedDrive_Y, Fence_GdWo, Fence_MnPrv, SaleType_ConLD, SaleType_New, SaleCondition_Abnorml, SaleCondition_Family, SaleCondition_Normal",ExterQual_TA,0.21,MSSubClass
